record,Bullied_on_school_property_in_past_12_months,Age,Sex,Felt Lonely,Close Friends,Other Students Kind and Helpful
39086,No,17 years old,Female,Rarely,3 or more,Never
39087,No,16 years old,Female,Sometimes,3 or more,Sometimes
39088,No,16 years old,Male,Sometimes,3 or more,Sometimes
39089,No,17 years old,Male,Rarely,3 or more,Most of the time
39090,Yes,17 years old,Female,Sometimes,3 or more,Rarely
39091,No,17 years old,Male,Never,3 or more,Never
39092,No,16 years old,Female,Never,3 or more,Most of the time
39093,No,17 years old,Male,Rarely,3 or more,Most of the time
39094,No,16 years old,Male,Always,0,Never
39095,No,16 years old,Male,Never,3 or more,Sometimes
39096,No,16 years old,Male,Never,2,Always
39097,No,15 years old,Male,Never,3 or more,Always
39098,Yes,16 years old,Female,Most of the time,3 or more,Rarely
39099,No,17 years old,Female,Sometimes,3 or more,Rarely
39100,Yes,16 years old,Female,Most of the time,2,Sometimes
39101,No,16 years old,Male,Always,2,Sometimes
39102,No,17 years old,Male,Sometimes,3 or more,Always
39103,No,13 years old,Female,Sometimes,3 or more,Most of the time
39104,No,15 years old,Female,Sometimes,3 or more,Most of the time
39105,No,14 years old,Female,Sometimes,3 or more,Rarely
39106,No,13 years old,Female,Never,3 or more,Most of the time
39107,No,13 years old,Male,Never,3 or more,Always
39108,No,14 years old,Female,Never,3 or more,Always
39109,Yes,13 years old,Male,Never,0, 
39110,Yes,15 years old,Male,Sometimes,3 or more, 
39111,No,13 years old,Female,Rarely,3 or more,Most of the time
39112,No,13 years old,Male,Sometimes,3 or more,Rarely
39113,No,14 years old,Female,Most of the time,2,Most of the time
39114,No,13 years old,Female,Rarely,3 or more,Rarely
39115,No,13 years old,Male,Always,3 or more,Rarely
39116,No,13 years old,Male,Rarely,3 or more,Sometimes
39117,Yes,13 years old,Female,Never,3 or more,Never
39118,Yes,13 years old,Female,Always,0,Never
39119,No,13 years old,Female,Rarely,3 or more,Always
39120,No,14 years old,Male,Never, , 
39121,No,14 years old,Female,Sometimes,2,Sometimes
39122,No,13 years old,Male,Never,3 or more,Never
39123,No,13 years old,Male,Sometimes,3 or more,Never
39124,Yes,13 years old,Female,Always,1,Rarely
39125,Yes,14 years old,Male,Sometimes,3 or more,Rarely
39126,No,15 years old,Male,Rarely,3 or more,Sometimes
39127,Yes,15 years old,Male,Most of the time,3 or more,Rarely
39128,No,14 years old,Female,Never,3 or more,Most of the time
39129,No,15 years old,Male,Rarely,2,Most of the time
39130,No,14 years old,Female,Rarely,3 or more,Sometimes
39131,No,14 years old,Female,Never,3 or more,Always
39132,Yes,15 years old,Female,Never,3 or more,Most of the time
39133,No,14 years old,Female,Rarely,2,Sometimes
39134,No,15 years old,Male,Never,3 or more,Rarely
39135,Yes,14 years old,Female,Most of the time,3 or more,Most of the time
39136,No,15 years old,Female,Never,3 or more,Most of the time
39137,Yes,16 years old,Female,Rarely,3 or more,Always
39138,Yes,15 years old,Female,Rarely,3 or more,Rarely
39139,No,15 years old,Male,Never,3 or more,Most of the time
39140,No,15 years old,Male,Never,3 or more,Most of the time
39141,No,15 years old,Male,Most of the time, ,Rarely
39142,No,15 years old,Male,Sometimes,3 or more,Most of the time
39143,Yes,15 years old,Male,Sometimes,3 or more,Sometimes
39144,No,15 years old,Male,Sometimes,3 or more,Most of the time
39145,Yes,15 years old,Female,Most of the time,3 or more,Never
39146,Yes,15 years old,Female,Rarely,3 or more,Sometimes
39147,No,16 years old,Female,Sometimes,3 or more,Most of the time
39148,Yes,15 years old,Female,Sometimes,3 or more,Most of the time
39149,No,15 years old,Female,Rarely,3 or more,Most of the time
39150,No,15 years old,Female,Sometimes,3 or more,Sometimes
39151,No,15 years old,Female,Sometimes,2,Most of the time
39152,No,15 years old,Female,Never,3 or more,Sometimes
39153,No,15 years old,Female,Never,3 or more,Most of the time
39154,No,15 years old,Male,Sometimes,0,Never
39155,No,15 years old,Female,Never,1,Never
39156,Yes,15 years old,Female,Most of the time,2,Sometimes
39157,Yes,17 years old,Female,Rarely,2,Rarely
39158,Yes,16 years old,Female,Sometimes,3 or more,Sometimes
39159,Yes,16 years old,Male,Most of the time,3 or more,Never
39160,No,16 years old,Female,Sometimes,3 or more,Most of the time
39161,No,16 years old,Male,Sometimes,2,Sometimes
39162,Yes,17 years old,Male,Most of the time,3 or more,Most of the time
39163,No,16 years old,Female,Rarely,3 or more,Most of the time
39164,No,17 years old,Male,Never,3 or more,Most of the time
39165,Yes,16 years old,Male,Sometimes, ,Rarely
39166,Yes,16 years old,Male,Most of the time,2,Rarely
39167,Yes,16 years old,Female,Sometimes,1,Rarely
39168,Yes,16 years old,Female,Never,3 or more,Most of the time
39169,Yes,16 years old,Female,Rarely,3 or more,Most of the time
39170,Yes,16 years old,Female,Sometimes,2,Rarely
39171,No,16 years old,Male,Never,3 or more,Sometimes
39172,No,16 years old,Female,Sometimes,2,Sometimes
39173,Yes,17 years old,Female,Rarely,2,Rarely
39174,Yes,16 years old,Female,Sometimes,2,Most of the time
39175,Yes,17 years old,Female,Sometimes, ,Rarely
39176,No,14 years old,Female,Never,3 or more,Rarely
39177,No,13 years old,Male,Never,3 or more,Sometimes
39178,No,13 years old,Female,Never,3 or more,Rarely
39179,No,13 years old,Female,Sometimes,3 or more,Sometimes
39180,No,14 years old,Female,Never,3 or more,Always
39181,Yes,15 years old,Female,Never,3 or more,Always
39182,No,14 years old,Female,Never,3 or more,Sometimes
39183,No,15 years old,Male,Never,3 or more,Always
39184,No,13 years old,Male,Never,3 or more,Always
39185,Yes,13 years old,Male,Never,3 or more,Sometimes
39186,No,13 years old,Male,Rarely,3 or more,Rarely
39187,No,13 years old,Male,Sometimes,3 or more,Sometimes
39188,No,14 years old,Male,Never,3 or more,Most of the time
39189,Yes,14 years old,Male,Rarely,1,Sometimes
39190,No,13 years old,Female,Most of the time,3 or more,Most of the time
39191,No,13 years old,Male,Rarely,3 or more,Never
39192,No,15 years old,Male,Never,3 or more,Sometimes
39193,No,14 years old,Female,Sometimes,3 or more,Rarely
39194,No,14 years old,Male,Never,3 or more,Most of the time
39195,Yes,14 years old,Female,Rarely,3 or more,Rarely
39196,No,14 years old,Female,Never,3 or more,Most of the time
39197,No,15 years old,Male,Never,3 or more,Most of the time
39198,Yes,14 years old,Female,Sometimes,3 or more,Rarely
39199,No,13 years old,Male,Never,3 or more,Rarely
39200,No,14 years old,Male,Never,3 or more,Never
39201,No,15 years old,Male,Never, ,Never
39202,No,14 years old,Female,Sometimes,3 or more,Always
39203,No,14 years old,Female,Most of the time,3 or more,Sometimes
39204,Yes,14 years old,Female,Never,1,Sometimes
39205,No,14 years old,Female,Never,2,Sometimes
39206,No,14 years old,Male,Never,3 or more,Always
39207,Yes,17 years old,Male,Rarely,3 or more,Never
39208,No,14 years old,Female,Never,2,Sometimes
39209,No,14 years old,Male,Never,3 or more,Rarely
39210,No,15 years old,Female,Sometimes,3 or more,Always
39211,No,15 years old,Female,Most of the time,3 or more,Most of the time
39212,No,15 years old,Male,Never,3 or more,Most of the time
39213,Yes,14 years old,Male,Sometimes,3 or more,Never
39214,No,15 years old,Female,Most of the time,3 or more,Sometimes
39215,Yes,15 years old,Male,Sometimes,3 or more,Rarely
39216,Yes,14 years old,Male,Always,0,Sometimes
39217,No,14 years old,Male,Never,3 or more,Sometimes
39218,No,16 years old,Female, ,3 or more,Rarely
39219,No,14 years old,Male,Sometimes,3 or more,Always
39220,No,14 years old,Male,Never,3 or more,Most of the time
39221,No,14 years old,Male,Never,3 or more,Always
39222,No,16 years old,Male,Rarely,2,Always
39223,No,16 years old,Male,Rarely,3 or more,Sometimes
39224,Yes,16 years old,Female,Most of the time,3 or more,Rarely
39225,No,14 years old,Female,Always,2,Rarely
39226,No,14 years old,Male,Rarely,3 or more,Always
39227,No,16 years old,Female,Most of the time,3 or more,Never
39228,Yes,16 years old,Female,Sometimes,3 or more,Always
39229,No,15 years old,Male,Sometimes,3 or more,Most of the time
39230,Yes,14 years old,Male,Never,3 or more,Most of the time
39231,No,14 years old,Female,Sometimes,3 or more,Sometimes
39232,No,14 years old,Male,Sometimes,2,Most of the time
39233,No,16 years old,Female,Sometimes,3 or more,Rarely
39234,Yes,14 years old,Male,Sometimes,2,Most of the time
39235,Yes,15 years old,Male,Sometimes,3 or more,Sometimes
39236,No,16 years old,Male,Rarely, ,Most of the time
39237,Yes,16 years old,Female,Never,1,Never
39238,No,16 years old,Female,Sometimes,3 or more,Rarely
39239,No,15 years old,Male,Never,3 or more,Most of the time
39240,No,16 years old,Female,Always,3 or more,Sometimes
39241,No,16 years old,Female,Always,3 or more,Rarely
39242, ,16 years old,Male,Rarely,0,Sometimes
39243,Yes,16 years old,Female,Sometimes,3 or more,Sometimes
39244,No,16 years old,Male,Sometimes,3 or more,Always
39245,No,15 years old,Male,Never,3 or more,Most of the time
39246,No,15 years old,Male,Sometimes,2,Rarely
39247,No,16 years old,Female,Rarely,1,Rarely
39248,No,17 years old,Male,Rarely,3 or more,Sometimes
39249,No,16 years old,Male,Rarely,1,Sometimes
39250,No,16 years old,Male,Never, ,Sometimes
39251,No,17 years old,Male,Never,3 or more,Rarely
39252,No,16 years old,Female,Never,2,Never
39253,No,17 years old,Male,Never,3 or more,Always
39254,No,17 years old,Female,Never,2,Never
39255,No,17 years old,Female,Never,3 or more,Most of the time
39256,No,14 years old,Male,Sometimes,0,Never
39257,No,14 years old,Male,Rarely,3 or more,Most of the time
39258,No,13 years old,Female,Rarely,1,Rarely
39259,Yes,13 years old,Female,Most of the time,0,Sometimes
39260,No,13 years old,Female,Rarely,3 or more,Rarely
39261,No,13 years old,Female,Most of the time,2,Never
39262,Yes,13 years old,Female,Always,2,Never
39263,No,13 years old,Female,Most of the time,2,Sometimes
39264,Yes,15 years old,Female,Rarely,3 or more,Sometimes
39265,No,13 years old,Male,Sometimes,3 or more,Most of the time
39266,No,13 years old,Male,Rarely,3 or more,Sometimes
39267,No,14 years old,Female,Sometimes,3 or more,Always
39268,No,13 years old,Female,Never,3 or more,Always
39269,No,14 years old,Female,Never,3 or more,Rarely
39270,No,13 years old,Female,Most of the time,1,Rarely
39271,No,14 years old,Male,Rarely,3 or more,Most of the time
39272,No,13 years old,Female,Rarely,3 or more,Rarely
39273,Yes,16 years old,Female,Always,3 or more,Always
39274,No,13 years old,Male,Rarely,3 or more,Most of the time
39275,No,13 years old,Female,Never,3 or more,Most of the time
39276,No,13 years old,Female,Rarely,3 or more,Sometimes
39277,No,14 years old,Female,Never,3 or more,Sometimes
39278,No,14 years old,Female,Never,3 or more,Never
39279,No,14 years old,Female,Sometimes,3 or more,Most of the time
39280,No,14 years old,Female,Sometimes,0,Rarely
39281,No,15 years old,Female,Never,3 or more,Rarely
39282,No,14 years old,Female,Never,3 or more,Always
39283,No,15 years old,Female,Sometimes,1,Never
39284,No,15 years old,Male,Sometimes,3 or more,Sometimes
39285,No,17 years old,Female,Rarely,0,Never
39286,No,15 years old,Female,Rarely,3 or more,Sometimes
39287,Yes,14 years old,Male,Rarely,3 or more,Most of the time
39288,No,15 years old,Female,Never,3 or more,Rarely
39289,No,15 years old,Female,Rarely,3 or more,Always
39290,No,14 years old,Male,Rarely,3 or more,Most of the time
39291,No,14 years old,Female,Sometimes,3 or more,Sometimes
39292,Yes,15 years old,Female,Always,2,Sometimes
39293,No,14 years old,Female,Sometimes,3 or more,Always
39294,No,15 years old,Male,Never,2,Sometimes
39295,No,15 years old,Male,Sometimes,3 or more,Never
39296,No,14 years old,Female,Rarely,3 or more,Always
39297,No,15 years old,Male,Never,3 or more,Never
39298,No,14 years old,Female,Rarely,3 or more,Most of the time
39299,No,14 years old,Female,Sometimes,3 or more,Rarely
39300,No,14 years old,Female,Rarely,3 or more,Sometimes
39301,Yes,14 years old,Male,Sometimes,2,Sometimes
39302,No,14 years old,Female,Always,1,Never
39303,No,15 years old,Female,Sometimes,3 or more,Rarely
39304,Yes,14 years old,Male,Rarely,3 or more,Sometimes
39305,No,11 years old or younger, ,Never,0,Sometimes
39306,Yes,14 years old,Male,Always,2,Rarely
39307,No, ,Female,Rarely,3 or more,Most of the time
39308,No,14 years old,Female,Sometimes,3 or more,Never
39309,Yes,14 years old,Male,Never,3 or more,Most of the time
39310,No,16 years old,Female,Most of the time,3 or more,Sometimes
39311,No,14 years old,Male,Sometimes,3 or more,Sometimes
39312,No,14 years old,Female,Sometimes, ,Most of the time
39313, ,14 years old,Female,Rarely,3 or more,Sometimes
39314,No,15 years old,Male,Most of the time,3 or more,Rarely
39315,Yes,15 years old,Male,Never,1,Rarely
39316,Yes,14 years old,Male,Most of the time,3 or more,Always
39317,No,15 years old,Female,Sometimes,3 or more,Rarely
39318,No,14 years old,Female,Rarely,3 or more,Rarely
39319,No,15 years old,Male,Never,2,Most of the time
39320, ,14 years old,Female,Never,3 or more,Most of the time
39321,No,14 years old,Female,Never,3 or more,Sometimes
39322,No,15 years old,Male,Never,3 or more,Never
39323,No,16 years old,Male,Never,3 or more,Sometimes
39324,No,14 years old,Female,Most of the time,3 or more,Most of the time
39325,No,15 years old,Male,Rarely,3 or more,Sometimes
39326,No,15 years old,Male,Never,3 or more,Always
39327,No,14 years old,Female,Never,1,Sometimes
39328,No,16 years old,Female,Most of the time,0,Never
39329,No,17 years old,Male,Sometimes,2,Sometimes
39330,No,18 years old or older,Male,Rarely,3 or more,Never
39331,No,17 years old,Female,Sometimes,3 or more,Always
39332,No,16 years old,Female,Rarely,3 or more,Always
39333,No,18 years old or older,Male,Rarely,3 or more,Sometimes
39334,No,17 years old,Male,Rarely,3 or more,Sometimes
39335,No,16 years old,Male,Never,3 or more,Always
39336,No,15 years old,Female,Sometimes,3 or more,Most of the time
39337,No,15 years old,Female,Sometimes,3 or more,Sometimes
39338,No,15 years old,Male,Never,3 or more,Most of the time
39339,No,16 years old,Male,Never,0,Sometimes
39340,Yes,16 years old,Female,Most of the time,3 or more,Rarely
39341,No,16 years old,Female,Rarely,3 or more,Rarely
39342,No,15 years old,Female,Sometimes,3 or more,Sometimes
39343,No,15 years old,Female,Sometimes,3 or more,Sometimes
39344, ,15 years old,Female,Sometimes,3 or more,Always
39345,No,15 years old,Male,Rarely,3 or more,Always
39346,No,15 years old,Female,Sometimes,3 or more,Always
39347,No,16 years old,Female,Rarely,2,Most of the time
39348,No,16 years old,Female,Most of the time,2,Rarely
39349,No,15 years old,Male,Rarely,3 or more,Sometimes
39350,No,15 years old,Female,Most of the time,3 or more,Most of the time
39351,No,15 years old,Female,Rarely,3 or more,Most of the time
39352,No,15 years old,Male,Rarely,3 or more,Most of the time
39353,No,15 years old,Female,Sometimes,0,Most of the time
39354,No,15 years old,Female,Sometimes,3 or more,Sometimes
39355,Yes,16 years old,Male,Rarely,3 or more,Most of the time
39356,No,16 years old,Male,Never,3 or more,Never
39357,No,17 years old,Female,Rarely,2,Most of the time
39358,Yes,16 years old,Male,Rarely,3 or more,Always
39359,No,16 years old,Male,Rarely,0,Sometimes
39360,No,15 years old,Female,Sometimes, ,Sometimes
39361,No,15 years old,Male,Rarely,2,Sometimes
39362,Yes,16 years old,Male,Never,1,Sometimes
39363,Yes,15 years old,Female,Rarely,3 or more,Sometimes
39364,No,15 years old,Male,Never,0,Rarely
39365,No,16 years old,Female,Never,2,Rarely
39366,No,15 years old,Male,Rarely,3 or more,Never
39367,No,15 years old,Male,Never,3 or more,Most of the time
39368,Yes,15 years old,Female,Rarely,3 or more,Always
39369,No,18 years old or older,Female,Sometimes,3 or more,Sometimes
39370,No,15 years old,Female,Rarely,3 or more,Never
39371,No,16 years old,Female,Most of the time,3 or more,Sometimes
39372,No,16 years old,Female,Sometimes,3 or more,Sometimes
39373,No,16 years old,Female,Sometimes,3 or more,Sometimes
39374,No,16 years old,Male,Most of the time,2,Most of the time
39375,No,15 years old,Female,Sometimes,3 or more,Sometimes
39376,No,15 years old,Female,Sometimes,3 or more,Rarely
39377,No,16 years old,Female,Sometimes,3 or more,Rarely
39378,No,16 years old,Female,Rarely,3 or more,Rarely
39379,No,16 years old,Female,Most of the time,3 or more,Rarely
39380,No,15 years old,Female,Rarely,3 or more,Rarely
39381,No,16 years old,Male,Never,3 or more,Sometimes
39382,No,17 years old,Male,Sometimes,3 or more,Never
39383,No,16 years old,Male,Never,3 or more, 
39384,No,16 years old,Female,Rarely,3 or more,Never
39385,No,16 years old,Female,Sometimes,3 or more,Most of the time
39386,Yes,17 years old,Female,Never,3 or more,Rarely
39387,No,17 years old,Female,Rarely,0,Most of the time
39388,Yes,16 years old,Female,Sometimes,2,Most of the time
39389,No,17 years old,Male,Sometimes,3 or more,Most of the time
39390,No,16 years old,Female,Sometimes,3 or more,Always
39391,Yes,16 years old,Male,Never,3 or more,Most of the time
39392,No,16 years old,Female,Most of the time,3 or more,Never
39393,No,16 years old,Male,Never,3 or more,Never
39394,No,16 years old,Female,Never,3 or more,Never
39395,No,17 years old,Female,Sometimes,3 or more,Sometimes
39396,No,17 years old,Female,Sometimes,2,Always
39397,No,17 years old,Female,Sometimes,3 or more,Rarely
39398,Yes,16 years old,Male,Never,1,Sometimes
39399,No,17 years old,Female,Rarely,3 or more,Never
39400,Yes,16 years old,Female,Sometimes,3 or more,Rarely
39401,No,17 years old,Female,Sometimes,3 or more,Rarely
39402,No,17 years old,Male,Never,3 or more,Rarely
39403,No,17 years old,Female,Sometimes,2,Sometimes
39404,No,16 years old,Female,Most of the time,2,Most of the time
39405,Yes,16 years old,Female,Always,0,Rarely
39406, ,16 years old,Male,Never,1,Most of the time
39407,No,16 years old,Female,Always,2,Rarely
39408,No,16 years old,Female,Always,3 or more,Never
39409,No,16 years old,Female,Most of the time,3 or more,Sometimes
39410,No,16 years old,Female,Most of the time,0,Sometimes
39411,No,16 years old,Male,Never,3 or more,Never
39412,No,17 years old,Female,Rarely,0, 
39413,No,17 years old,Female,Rarely,3 or more,Rarely
39414,No,17 years old,Male,Never,1,Rarely
39415,No,17 years old,Male,Never,2,Rarely
39416,No,16 years old,Female,Sometimes,3 or more,Always
39417,Yes,13 years old,Female,Most of the time,3 or more,Rarely
39418,No,13 years old,Female,Never,3 or more,Most of the time
39419,Yes,13 years old,Female,Most of the time,2,Most of the time
39420,No,13 years old,Female,Sometimes,3 or more,Always
39421,No,13 years old,Female,Sometimes,3 or more,Rarely
39422,No,13 years old,Female,Sometimes,2,Sometimes
39423,Yes,13 years old, ,Rarely,3 or more,Always
39424,No,13 years old,Female,Most of the time,3 or more,Rarely
39425,No,13 years old,Female,Sometimes,3 or more,Rarely
39426,No,14 years old,Female,Never,2,Most of the time
39427,No,13 years old,Female, ,3 or more,Never
39428,Yes,11 years old or younger,Female,Sometimes,3 or more,Never
39429,No,14 years old,Female,Rarely,3 or more,Always
39430,No,13 years old,Female,Sometimes,1,Rarely
39431,No,13 years old,Female,Sometimes, ,Rarely
39432,No,14 years old,Female,Sometimes,2,Sometimes
39433,No,13 years old,Female,Rarely,3 or more,Sometimes
39434,Yes,13 years old,Female,Rarely,3 or more,Sometimes
39435, ,13 years old,Female,Sometimes,2,Most of the time
39436,No,14 years old,Female,Never,3 or more,Sometimes
39437,No,13 years old,Female,Rarely,3 or more,Always
39438,No,15 years old,Female,Rarely,3 or more,Sometimes
39439,No,14 years old,Female,Most of the time,3 or more,Sometimes
39440,No,14 years old,Female,Never,3 or more,Rarely
39441,Yes,15 years old,Female,Sometimes,3 or more,Most of the time
39442,Yes,14 years old,Female,Sometimes,3 or more,Most of the time
39443,No,15 years old,Female,Rarely,3 or more,Always
39444,No,14 years old,Female,Rarely, ,Always
39445,No,14 years old,Female,Sometimes,3 or more,Sometimes
39446,Yes,14 years old,Female,Most of the time,3 or more,Most of the time
39447,Yes, ,Female,Rarely,3 or more,Most of the time
39448,No,14 years old,Female,Rarely,3 or more,Sometimes
39449,No,14 years old,Female,Never,3 or more,Rarely
39450,No,14 years old,Female,Sometimes,1,Sometimes
39451,No,14 years old,Female,Most of the time,2,Rarely
39452,No,14 years old,Female,Sometimes,2,Sometimes
39453,No,16 years old,Female,Never,3 or more,Always
39454,Yes,15 years old,Female,Most of the time,3 or more,Sometimes
39455,No,15 years old,Female,Most of the time,3 or more,Sometimes
39456,Yes,14 years old,Female,Sometimes,2,Most of the time
39457,No,14 years old,Female,Rarely,3 or more,Always
39458,No,14 years old,Female,Most of the time,3 or more,Most of the time
39459,No,14 years old,Female,Sometimes,3 or more,Always
39460,No,14 years old,Female,Never,3 or more,Most of the time
39461,Yes,14 years old,Female,Always,2,Rarely
39462,No,15 years old,Female,Most of the time,3 or more,Sometimes
39463,No,14 years old,Female,Most of the time,3 or more,Sometimes
39464,No,14 years old,Female,Sometimes,3 or more,Most of the time
39465,No,14 years old,Female,Most of the time,2,Sometimes
39466,No,14 years old,Female,Rarely,3 or more,Rarely
39467,No,14 years old,Female,Rarely,3 or more,Rarely
39468,No,14 years old,Female,Sometimes,3 or more,Rarely
39469,No,15 years old,Female,Rarely,2,Sometimes
39470, ,15 years old,Female,Rarely,2,Sometimes
39471,No,15 years old,Female,Rarely,3 or more,Most of the time
39472,Yes,15 years old,Female,Sometimes,3 or more,Most of the time
39473,No,15 years old,Female,Always,3 or more,Most of the time
39474,No,15 years old,Female,Sometimes,3 or more,Sometimes
39475,No,16 years old,Female,Sometimes,3 or more,Rarely
39476,Yes,15 years old,Female,Sometimes,3 or more,Most of the time
39477,No,15 years old,Female,Sometimes,3 or more,Rarely
39478,No,15 years old,Female,Never,3 or more,Most of the time
39479,Yes,15 years old,Female,Sometimes,3 or more,Rarely
39480,No,16 years old,Female,Sometimes,1,Most of the time
39481,No,15 years old,Female,Sometimes,3 or more,Rarely
39482,No,15 years old,Female,Rarely,3 or more,Rarely
39483,No,16 years old,Female,Sometimes,3 or more,Always
39484,No,15 years old,Female, ,3 or more,Sometimes
39485,No,15 years old,Female,Never,2,Always
39486,No,15 years old,Female,Most of the time,3 or more,Most of the time
39487,No,15 years old,Female,Rarely,3 or more,Sometimes
39488,Yes,17 years old,Female,Rarely,3 or more,Most of the time
39489,No,17 years old,Female,Sometimes,3 or more,Rarely
39490,No,16 years old,Female,Sometimes,0,Most of the time
39491,No,16 years old,Male,Never,3 or more,Rarely
39492,Yes,16 years old,Female,Always,3 or more,Most of the time
39493,No,16 years old,Female,Sometimes,2,Sometimes
39494,Yes,16 years old,Female,Sometimes,3 or more,Sometimes
39495,No,16 years old,Female,Rarely,2,Rarely
39496,No,16 years old,Male,Always,2,Sometimes
39497,No,16 years old,Male,Rarely,2,Rarely
39498,Yes,16 years old,Female,Sometimes,3 or more,Rarely
39499,No,16 years old,Female,Rarely,0,Most of the time
39500,No,16 years old,Female,Sometimes,1,Most of the time
39501,No,17 years old,Female,Sometimes,2,Sometimes
39502,No,16 years old,Female, ,1,Most of the time
39503,Yes,13 years old,Female,Rarely,3 or more,Sometimes
39504,No,14 years old,Female,Rarely,3 or more,Always
39505,Yes,16 years old,Male,Sometimes,2,Sometimes
39506,Yes,14 years old,Male,Rarely,3 or more,Sometimes
39507,Yes,13 years old,Female,Never,3 or more,Sometimes
39508,No,14 years old,Female,Most of the time,0,Rarely
39509,No,13 years old,Female,Sometimes,3 or more,Most of the time
39510,Yes,13 years old,Male,Never,3 or more,Sometimes
39511,Yes,13 years old,Male,Never,3 or more,Always
39512,No,13 years old,Female,Sometimes,2,Most of the time
39513,No,13 years old,Female,Rarely, ,Sometimes
39514,No,15 years old,Female,Rarely,3 or more,Rarely
39515,No,13 years old,Female,Rarely,3 or more,Sometimes
39516,No,13 years old,Female,Rarely,3 or more,Most of the time
39517,No,13 years old,Female,Sometimes,3 or more,Sometimes
39518,No,13 years old,Female,Never,1,Sometimes
39519,No,14 years old,Female,Sometimes,3 or more,Always
39520,Yes,13 years old,Male,Sometimes,3 or more,Always
39521,No,13 years old,Male,Rarely,3 or more,Most of the time
39522,No,13 years old,Male,Never,3 or more,Most of the time
39523,Yes,13 years old,Female,Sometimes,2,Never
39524,No,13 years old,Male,Never,3 or more,Sometimes
39525,No,14 years old,Male,Sometimes,3 or more,Most of the time
39526,No,13 years old,Male,Never,0,Most of the time
39527,No,13 years old,Female,Rarely,0,Always
39528,No,13 years old,Female,Rarely,3 or more,Rarely
39529,No,13 years old,Male,Most of the time,3 or more,Sometimes
39530,Yes,13 years old,Female,Sometimes,3 or more,Always
39531,No,13 years old,Male,Rarely,3 or more,Most of the time
39532,Yes,14 years old,Female,Most of the time,2,Most of the time
39533,No,13 years old,Female,Never,3 or more,Most of the time
39534,Yes,13 years old,Female,Sometimes,3 or more,Most of the time
39535,Yes,13 years old,Male,Never,3 or more,Rarely
39536,Yes,14 years old,Female,Sometimes,3 or more,Sometimes
39537,Yes,15 years old,Male,Sometimes,1,Rarely
39538,No,14 years old,Female,Rarely,3 or more,Most of the time
39539,No,14 years old,Male,Rarely,3 or more,Most of the time
39540,No,14 years old,Female,Sometimes,3 or more,Sometimes
39541,No,14 years old,Female,Rarely,3 or more,Sometimes
39542,No,14 years old,Female,Rarely,3 or more,Most of the time
39543,Yes,14 years old,Female,Always,3 or more,Rarely
39544,No,14 years old,Male,Rarely,3 or more,Rarely
39545,No,14 years old,Female,Rarely,2,Sometimes
39546,No,14 years old,Female,Rarely,3 or more,Always
39547,Yes,14 years old,Female,Sometimes,3 or more,Sometimes
39548,Yes,14 years old,Male,Never,3 or more,Rarely
39549,Yes,14 years old,Male,Rarely,3 or more,Always
39550,Yes,14 years old,Female,Most of the time,3 or more,Never
39551,No,15 years old,Male,Never,3 or more,Always
39552,No,14 years old,Female,Always, ,Never
39553,No,14 years old,Female,Sometimes,0,Rarely
39554,No,14 years old,Female,Rarely,3 or more,Sometimes
39555,No,14 years old,Female,Never,3 or more,Always
39556,No,14 years old, ,Sometimes,2,Most of the time
39557,No,15 years old,Female,Rarely,3 or more,Always
39558,Yes,15 years old,Male,Rarely,3 or more,Sometimes
39559,No,14 years old,Female,Sometimes,0,Most of the time
39560,No,14 years old,Female,Never,3 or more,Most of the time
39561,No,15 years old,Male,Never,3 or more,Always
39562,No,15 years old,Male,Rarely,3 or more,Most of the time
39563,No,14 years old,Female,Most of the time,1,Sometimes
39564,No,14 years old,Male,Never,3 or more,Always
39565,No,14 years old,Female,Sometimes,3 or more,Most of the time
39566,No,16 years old,Male,Sometimes,3 or more,Always
39567,No,15 years old,Female,Sometimes,2,Rarely
39568,Yes,16 years old,Female,Always,2,Always
39569,No,16 years old,Male,Most of the time,3 or more,Always
39570,Yes,16 years old,Male,Most of the time,2,Rarely
39571,No,15 years old,Female,Sometimes,3 or more,Sometimes
39572,Yes,16 years old,Male,Always,3 or more,Rarely
39573,No,16 years old,Male,Never,3 or more,Always
39574,Yes,15 years old,Male,Sometimes,3 or more,Sometimes
39575,Yes,16 years old,Male,Sometimes,3 or more,Rarely
39576,Yes,17 years old,Female,Always,1,Sometimes
39577,No,15 years old,Female,Sometimes,2,Sometimes
39578,No,15 years old,Female,Never,1,Always
39579,No,15 years old,Female,Most of the time,2,Sometimes
39580,Yes,16 years old,Female,Most of the time,3 or more,Sometimes
39581,No,17 years old,Male,Rarely,1,Rarely
39582,No,16 years old,Male,Rarely,3 or more,Most of the time
39583, ,16 years old,Male,Sometimes,2,Always
39584,Yes,16 years old,Female,Most of the time,3 or more,Sometimes
39585,No,17 years old,Female,Rarely,3 or more,Always
39586,No,15 years old,Female,Sometimes,3 or more,Sometimes
39587,No,16 years old,Male,Sometimes,3 or more,Sometimes
39588,Yes,17 years old,Female,Sometimes,3 or more, 
39589,No,16 years old,Male,Always,0,Sometimes
39590,No,16 years old,Male,Never,3 or more,Most of the time
39591,No,17 years old,Female,Sometimes,1,Most of the time
39592,Yes,16 years old,Female,Most of the time,1,Sometimes
39593,No,17 years old,Male,Most of the time,0,Most of the time
